incident_id,incident_type,incident_date,incident_time,polsek,kecamatan,kelurahan,grid_id,latitude,longitude,location_type,modus,target_type,status,is_synthetic
INC-00680,CURAT,2024-04-01,17:04,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.289738,106.802683,Permukiman,congkel,toko,Selesai,True
INC-00681,TAWURAN,2023-09-22,22:09,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.218629,106.829647,Jalan,lainnya,kelompok_pelajar,Penyelidikan,True
INC-00682,TAWURAN,2024-03-07,10:09,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.273379,106.831185,Jalan,lainnya,kelompok_pelajar,Penyidikan,True
INC-00683,CURANMOR,2023-06-27,22:50,Polsek Kebayoran Baru,Kebayoran Baru,Kramat Pela,JKS-003,-6.247595,106.794057,Permukiman,duplikasi_kunci,mobil,Selesai,True
INC-00684,CURAS,2023-05-25,01:28,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.236693,106.847964,Pusat Aktivitas,lainnya,toko,Dilaporkan,True
INC-00685,TAWURAN,2024-06-14,06:46,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.231425,106.779523,Permukiman,lainnya,kelompok_pelajar,Penyidikan,True
INC-00686,CURAS,2025-08-30,11:58,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.292601,106.80166,Jalan,lainnya,pengendara,Penyelidikan,True
INC-00687,CURANMOR,2023-04-15,18:09,Polsek Kebayoran Baru,Kebayoran Baru,Kramat Pela,JKS-003,-6.244455,106.792726,Permukiman,kunci_t,mobil,Selesai,True
INC-00688,CURAT,2024-02-22,07:41,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.266835,106.801691,Permukiman,congkel,kantor,Selesai,True
INC-00689,TAWURAN,2023-08-11,11:35,Polsek Mampang Prapatan,Mampang Prapatan,Tegal Parang,JKS-026,-6.254498,106.823431,Permukiman,kelompok_pelajar,kelompok_pelajar,Dilaporkan,True
INC-00690,CURAS,2023-10-18,21:03,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.274742,106.83392,Parkiran,lainnya,toko,Penyelidikan,True
INC-00691,KEJAHATAN_JALANAN,2025-05-01,19:03,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.255394,106.857209,Permukiman,pemalakan,pengendara,Dilaporkan,True
INC-00692,CURANMOR,2025-04-05,17:57,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.314356,106.837393,Pertokoan,kunci_t,mobil,Penyidikan,True
INC-00693,CURAS,2023-05-22,18:16,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.237801,106.793905,Pusat Aktivitas,lainnya,toko,Penyidikan,True
INC-00694,CURANMOR,2024-08-18,20:42,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.256415,106.831119,Fasilitas Publik,lainnya,motor,Selesai,True
INC-00695,CURANMOR,2024-08-26,12:14,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.231694,106.832836,Permukiman,duplikasi_kunci,mobil,Penyelidikan,True
INC-00696,CURAT,2025-07-28,19:53,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.256535,106.813008,Permukiman,congkel,rumah,Selesai,True
INC-00697,CURANMOR,2025-04-04,17:15,Polsek Pasar Minggu,Pasar Minggu,Pejaten Timur,JKS-014,-6.27481,106.84856,Pertokoan,kunci_t,mobil,Selesai,True
INC-00698,KEJAHATAN_JALANAN,2023-11-06,20:02,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.255948,106.856675,Parkiran,jambret,pedagang,Penyelidikan,True
INC-00699,TAWURAN,2023-05-13,12:34,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.292374,106.802962,Jalan,kelompok_pelajar,pengguna_jalan,Penyidikan,True
INC-00700,CURAT,2025-11-12,08:12,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.218264,106.838226,Pertokoan,rusak_kunci,rumah,Penyelidikan,True
INC-00701,TAWURAN,2025-12-10,15:42,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.23413,106.848732,Jalan,konflik_spontan,kelompok_pelajar,Penyelidikan,True
INC-00702,CURAS,2023-05-28,22:17,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.310498,106.820772,Permukiman,perampasan_jalanan,pejalan_kaki,Dilaporkan,True
INC-00703,TAWURAN,2024-09-19,04:58,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.217909,106.830259,Pusat Aktivitas,konflik_spontan,kelompok_pelajar,Penyidikan,True
INC-00704,KEJAHATAN_JALANAN,2024-03-09,18:25,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.307578,106.820277,Pertokoan,lainnya,pedagang,Penyidikan,True
INC-00705,CURAT,2023-03-13,02:22,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.241176,106.806651,Permukiman,pecah_kaca,rumah,Penyidikan,True
INC-00706,CURAT,2023-11-20,16:25,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.231007,106.85646,Pertokoan,pecah_kaca,rumah,Penyidikan,True
INC-00707,CURAT,2024-10-25,21:14,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.252045,106.830862,Permukiman,pecah_kaca,toko,Penyidikan,True
INC-00708,CURANMOR,2025-09-15,22:39,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.230177,106.777631,Pertokoan,duplikasi_kunci,mobil,Selesai,True
INC-00709,CURAS,2024-10-29,14:14,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.33248,106.794383,Parkiran,perampasan_jalanan,pejalan_kaki,Dilaporkan,True
INC-00710,CURAT,2024-01-16,07:43,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334509,106.820664,Jalan,congkel,toko,Penyelidikan,True
INC-00711,KEJAHATAN_JALANAN,2025-10-06,16:05,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.2841,106.797195,Jalan,pencurian_ringan,pejalan_kaki,Penyelidikan,True
INC-00712,CURANMOR,2025-06-23,02:30,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.311754,106.835867,Pertokoan,lainnya,mobil,Penyelidikan,True
INC-00713,CURANMOR,2023-12-31,19:27,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.292056,106.773329,Permukiman,kelalaian_pengguna,mobil,Penyelidikan,True
INC-00714,CURAS,2025-05-18,22:54,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.234542,106.791638,Permukiman,perampasan_jalanan,pengendara,Selesai,True
INC-00715,TAWURAN,2023-01-13,20:57,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.291066,106.800893,Fasilitas Publik,lainnya,kelompok_pemuda,Penyelidikan,True
INC-00716,CURANMOR,2025-07-13,21:28,Polsek Pasar Minggu,Pasar Minggu,Pejaten Timur,JKS-014,-6.279438,106.846734,Permukiman,duplikasi_kunci,motor,Dilaporkan,True
INC-00717,CURAS,2024-12-10,17:53,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.256142,106.856713,Pusat Aktivitas,lainnya,pejalan_kaki,Penyelidikan,True
INC-00718,KEJAHATAN_JALANAN,2023-09-28,12:25,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.312294,106.83659,Permukiman,pencurian_ringan,pedagang,Selesai,True
INC-00719,CURAT,2025-01-12,15:44,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.277418,106.767037,Permukiman,pecah_kaca,rumah,Selesai,True
INC-00720,CURANMOR,2023-09-01,23:12,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.25748,106.855106,Pusat Aktivitas,lainnya,motor,Selesai,True
INC-00721,CURANMOR,2025-12-05,01:38,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.25693,106.855275,Parkiran,lainnya,motor,Penyidikan,True
INC-00722,CURAS,2025-02-20,21:47,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.309896,106.818757,Parkiran,senjata_tajam,pengendara,Selesai,True
INC-00723,CURAT,2025-08-16,03:28,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.238525,106.808735,Pusat Aktivitas,pecah_kaca,toko,Penyelidikan,True
INC-00724,KEJAHATAN_JALANAN,2024-09-14,21:10,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.332319,106.79376,Jalan,lainnya,pedagang,Dilaporkan,True
INC-00725,CURAT,2025-05-08,14:57,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.284837,106.834937,Permukiman,pecah_kaca,toko,Penyidikan,True
INC-00726,CURAS,2024-05-12,21:00,Polsek Pasar Minggu,Pasar Minggu,Pejaten Timur,JKS-014,-6.274448,106.85134,Jalan,perampasan_jalanan,pejalan_kaki,Penyidikan,True
INC-00727,CURAT,2024-07-22,14:55,Polsek Cilandak,Cilandak,Gandaria Selatan,JKS-010,-6.285412,106.797906,Jalan,congkel,rumah,Penyidikan,True
INC-00728,CURAT,2024-11-02,18:59,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334676,106.818895,Pertokoan,congkel,toko,Penyelidikan,True
INC-00729,CURANMOR,2025-04-23,20:49,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.278965,106.81162,Parkiran,kelalaian_pengguna,mobil,Dilaporkan,True
INC-00730,KEJAHATAN_JALANAN,2024-09-28,02:23,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.23687,106.8504,Pertokoan,pemalakan,pedagang,Penyelidikan,True
INC-00731,CURAS,2023-03-15,01:30,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.229458,106.779573,Fasilitas Publik,ancaman,pejalan_kaki,Penyelidikan,True
INC-00732,KEJAHATAN_JALANAN,2024-10-08,23:10,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.276166,106.767709,Pertokoan,pencurian_ringan,pejalan_kaki,Penyidikan,True
INC-00733,CURANMOR,2025-07-14,20:47,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.230206,106.855532,Jalan,lainnya,mobil,Penyidikan,True
INC-00734,CURANMOR,2025-07-10,04:25,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208646,106.849714,Pertokoan,kunci_t,mobil,Penyidikan,True
INC-00735,CURANMOR,2024-11-10,19:15,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249649,106.839807,Permukiman,kelalaian_pengguna,mobil,Penyidikan,True
INC-00736,CURANMOR,2023-12-03,14:18,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.252625,106.832372,Permukiman,duplikasi_kunci,mobil,Selesai,True
INC-00737,CURAS,2025-02-08,01:15,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.293027,106.773914,Pertokoan,perampasan_jalanan,pejalan_kaki,Penyelidikan,True
INC-00738,CURAT,2023-02-16,15:18,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.258344,106.815283,Permukiman,lainnya,kantor,Penyidikan,True
INC-00739,CURANMOR,2025-02-04,20:57,Polsek Kebayoran Lama,Kebayoran Lama,Kebayoran Lama Utara,JKS-007,-6.252643,106.769749,Jalan,lainnya,motor,Penyelidikan,True
INC-00740,TAWURAN,2023-09-14,15:51,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.286116,106.834269,Jalan,lainnya,pengguna_jalan,Selesai,True
INC-00741,CURAT,2023-01-28,03:14,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.285361,106.834242,Pertokoan,lainnya,kantor,Penyelidikan,True
INC-00742,CURANMOR,2023-10-18,21:00,Polsek Pasar Minggu,Pasar Minggu,Pejaten Timur,JKS-014,-6.27619,106.849261,Parkiran,kunci_t,mobil,Dilaporkan,True
INC-00743,TAWURAN,2025-06-08,19:32,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.308475,106.818824,Permukiman,konflik_spontan,kelompok_pelajar,Selesai,True
INC-00744,KEJAHATAN_JALANAN,2023-08-01,20:10,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.311775,106.822007,Parkiran,pencurian_ringan,pengendara,Penyidikan,True
INC-00745,CURAS,2023-11-30,22:32,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.225679,106.799543,Permukiman,senjata_tajam,toko,Penyelidikan,True
INC-00746,CURANMOR,2025-03-07,00:47,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.293084,106.770973,Pertokoan,duplikasi_kunci,motor,Selesai,True
INC-00747,CURANMOR,2024-07-17,18:31,Polsek Pasar Minggu,Pasar Minggu,Ragunan,JKS-015,-6.309373,106.819584,Pertokoan,lainnya,motor,Selesai,True
INC-00748,CURAT,2024-12-03,17:31,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.291478,106.802583,Pertokoan,lainnya,toko,Selesai,True
INC-00749,CURANMOR,2023-05-01,23:03,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.256387,106.855607,Permukiman,lainnya,mobil,Penyelidikan,True
INC-00750,CURANMOR,2025-12-21,21:08,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.257189,106.855357,Permukiman,kelalaian_pengguna,mobil,Selesai,True
INC-00751,TAWURAN,2025-04-25,09:08,Polsek Mampang Prapatan,Mampang Prapatan,Mampang Prapatan,JKS-024,-6.248585,106.820926,Jalan,konflik_spontan,kelompok_pelajar,Penyelidikan,True
INC-00752,CURAT,2023-07-22,20:38,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.249409,106.83845,Pusat Aktivitas,congkel,rumah,Selesai,True
INC-00753,CURAT,2023-10-02,09:28,Polsek Jagakarsa,Jagakarsa,Srengseng Sawah,JKS-033,-6.344156,106.823367,Pertokoan,pecah_kaca,toko,Penyelidikan,True
INC-00754,TAWURAN,2025-01-09,08:56,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.253958,106.829349,Permukiman,kelompok_pemuda,kelompok_pemuda,Selesai,True
INC-00755,CURAS,2024-08-05,22:23,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.250631,106.839931,Pertokoan,senjata_tajam,toko,Selesai,True
INC-00756,CURAS,2024-06-28,04:26,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.227025,106.800912,Permukiman,ancaman,toko,Penyelidikan,True
INC-00757,CURANMOR,2023-01-09,20:07,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.253278,106.830382,Permukiman,lainnya,mobil,Selesai,True
INC-00758,CURAS,2024-05-31,02:18,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.33557,106.820408,Parkiran,senjata_tajam,pejalan_kaki,Penyelidikan,True
INC-00759,CURAT,2024-11-20,17:56,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334477,106.819669,Pusat Aktivitas,congkel,kantor,Penyidikan,True
INC-00760,CURANMOR,2024-03-12,14:58,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334865,106.818551,Jalan,kunci_t,mobil,Selesai,True
INC-00761,CURAT,2024-11-26,02:32,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.237386,106.809233,Pusat Aktivitas,congkel,toko,Selesai,True
INC-00762,CURAT,2023-02-08,23:33,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.225866,106.800164,Fasilitas Publik,congkel,toko,Penyelidikan,True
INC-00763,TAWURAN,2023-11-13,03:48,Polsek Tebet,Tebet,Menteng Dalam,JKS-022,-6.237965,106.832966,Jalan,kelompok_pelajar,pengguna_jalan,Dilaporkan,True
INC-00764,TAWURAN,2025-12-18,03:30,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.273358,106.766573,Jalan,lainnya,pengguna_jalan,Selesai,True
INC-00765,CURANMOR,2024-06-25,19:01,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.279356,106.81241,Pertokoan,lainnya,motor,Penyelidikan,True
INC-00766,KEJAHATAN_JALANAN,2024-03-02,23:32,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.247215,106.839724,Permukiman,jambret,pengendara,Selesai,True
INC-00767,CURANMOR,2024-03-02,22:09,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.293773,106.774514,Pusat Aktivitas,kelalaian_pengguna,motor,Dilaporkan,True
INC-00768,CURAT,2025-01-16,03:32,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208113,106.851536,Parkiran,lainnya,kantor,Dilaporkan,True
INC-00769,CURANMOR,2024-11-17,00:08,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.285114,106.8346,Parkiran,duplikasi_kunci,mobil,Dilaporkan,True
INC-00770,CURANMOR,2023-06-14,03:12,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.20915,106.849277,Jalan,lainnya,mobil,Penyidikan,True
INC-00771,CURANMOR,2024-03-25,15:54,Polsek Kebayoran Baru,Kebayoran Baru,Kramat Pela,JKS-003,-6.245346,106.792799,Jalan,kelalaian_pengguna,mobil,Penyelidikan,True
INC-00772,CURANMOR,2025-06-16,22:58,Polsek Tebet,Tebet,Tebet Timur,JKS-021,-6.229319,106.856936,Jalan,lainnya,motor,Dilaporkan,True
INC-00773,CURANMOR,2023-08-11,19:24,Polsek Pasar Minggu,Pasar Minggu,Jati Padang,JKS-016,-6.28342,106.834728,Pusat Aktivitas,duplikasi_kunci,motor,Penyidikan,True
INC-00774,CURANMOR,2023-06-23,22:51,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.217178,106.839145,Pusat Aktivitas,kelalaian_pengguna,motor,Penyidikan,True
INC-00775,CURANMOR,2024-05-13,18:28,Polsek Mampang Prapatan,Mampang Prapatan,Mampang Prapatan,JKS-024,-6.247522,106.820928,Pusat Aktivitas,kelalaian_pengguna,motor,Selesai,True
INC-00776,CURAT,2024-11-05,05:07,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.331916,106.793342,Parkiran,pecah_kaca,toko,Penyelidikan,True
INC-00777,KEJAHATAN_JALANAN,2023-10-29,19:18,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.226212,106.800188,Jalan,lainnya,pengendara,Selesai,True
INC-00778,CURANMOR,2025-09-09,02:40,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.22846,106.801371,Parkiran,kelalaian_pengguna,mobil,Penyelidikan,True
INC-00779,CURANMOR,2023-01-18,06:48,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.227467,106.802858,Permukiman,kelalaian_pengguna,motor,Penyidikan,True
INC-00780,KEJAHATAN_JALANAN,2025-06-16,18:31,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334934,106.819733,Pertokoan,pemalakan,pejalan_kaki,Selesai,True
INC-00781,KEJAHATAN_JALANAN,2023-03-17,18:24,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.292182,106.801701,Pertokoan,pemalakan,pengendara,Penyidikan,True
INC-00782,CURANMOR,2023-01-01,22:13,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.336742,106.818412,Pertokoan,kelalaian_pengguna,mobil,Selesai,True
INC-00783,CURAS,2024-12-17,18:06,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.231533,106.833894,Pusat Aktivitas,perampasan_jalanan,toko,Dilaporkan,True
INC-00784,CURAT,2023-08-22,08:42,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.23177,106.781227,Fasilitas Publik,rusak_kunci,toko,Penyelidikan,True
INC-00785,CURANMOR,2024-09-30,21:06,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.23225,106.849241,Permukiman,lainnya,mobil,Selesai,True
INC-00786,CURAT,2023-09-01,16:23,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.257605,106.814673,Parkiran,pecah_kaca,rumah,Penyelidikan,True
INC-00787,CURANMOR,2025-01-28,17:38,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.209105,106.852256,Parkiran,lainnya,motor,Penyidikan,True
INC-00788,TAWURAN,2023-11-03,14:00,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.257548,106.815541,Permukiman,konflik_spontan,kelompok_pemuda,Selesai,True
INC-00789,CURANMOR,2024-10-08,20:22,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.227385,106.779505,Jalan,kelalaian_pengguna,mobil,Selesai,True
INC-00790,CURANMOR,2025-07-04,19:49,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.292554,106.774594,Jalan,duplikasi_kunci,mobil,Selesai,True
INC-00791,CURANMOR,2025-10-16,02:12,Polsek Cilandak,Cilandak,Cipete Selatan,JKS-009,-6.281164,106.812312,Permukiman,kelalaian_pengguna,mobil,Selesai,True
INC-00792,CURAT,2025-07-01,11:45,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.266247,106.801334,Parkiran,pecah_kaca,kantor,Dilaporkan,True
INC-00793,CURANMOR,2024-01-02,18:01,Polsek Jagakarsa,Jagakarsa,Jagakarsa,JKS-030,-6.334044,106.818071,Permukiman,lainnya,mobil,Selesai,True
INC-00794,CURANMOR,2023-05-13,19:18,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.210248,106.850505,Pusat Aktivitas,kelalaian_pengguna,motor,Dilaporkan,True
INC-00795,CURAS,2023-10-24,05:28,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.209396,106.851905,Parkiran,lainnya,pengendara,Penyelidikan,True
INC-00796,TAWURAN,2023-03-02,17:21,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.229758,106.83392,Permukiman,kelompok_pemuda,kelompok_pemuda,Penyidikan,True
INC-00797,KEJAHATAN_JALANAN,2025-05-04,20:41,Polsek Kebayoran Baru,Kebayoran Baru,Cipete Utara,JKS-004,-6.26725,106.798956,Jalan,lainnya,pejalan_kaki,Dilaporkan,True
INC-00798,CURANMOR,2025-07-11,22:35,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.208171,106.848695,Pertokoan,duplikasi_kunci,mobil,Penyidikan,True
INC-00799,KEJAHATAN_JALANAN,2024-05-06,22:19,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.251385,106.84171,Pertokoan,pemalakan,pejalan_kaki,Dilaporkan,True
INC-00800,CURAT,2023-05-05,11:17,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.216509,106.828382,Pusat Aktivitas,congkel,toko,Selesai,True
INC-00801,TAWURAN,2025-05-05,23:16,Polsek Cilandak,Cilandak,Cilandak Barat,JKS-012,-6.290179,106.80192,Pusat Aktivitas,konflik_spontan,kelompok_pelajar,Dilaporkan,True
INC-00802,CURANMOR,2024-08-29,03:56,Polsek Setiabudi,Setiabudi,Menteng Atas,JKS-029,-6.217592,106.838233,Pusat Aktivitas,kelalaian_pengguna,motor,Selesai,True
INC-00803,CURAT,2023-05-13,22:03,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.257016,106.855589,Parkiran,congkel,toko,Penyelidikan,True
INC-00804,CURAS,2025-07-17,22:21,Polsek Tebet,Tebet,Manggarai,JKS-023,-6.206983,106.850483,Permukiman,senjata_tajam,pejalan_kaki,Selesai,True
INC-00805,TAWURAN,2024-06-12,21:35,Polsek Mampang Prapatan,Mampang Prapatan,Bangka,JKS-025,-6.256525,106.814169,Pertokoan,kelompok_pemuda,kelompok_pemuda,Selesai,True
INC-00806,CURANMOR,2023-07-27,02:23,Polsek Pancoran,Pancoran,Kalibata,JKS-019,-6.257308,106.854396,Permukiman,kelalaian_pengguna,mobil,Selesai,True
INC-00807,TAWURAN,2025-01-16,06:57,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.234398,106.845562,Pertokoan,kelompok_pemuda,kelompok_pemuda,Selesai,True
INC-00808,CURAT,2024-04-09,01:38,Polsek Cilandak,Cilandak,Lebak Bulus,JKS-011,-6.291892,106.773365,Permukiman,lainnya,toko,Selesai,True
INC-00809,CURANMOR,2024-08-19,09:31,Polsek Tebet,Tebet,Menteng Dalam,JKS-022,-6.239366,106.834396,Pusat Aktivitas,lainnya,motor,Penyidikan,True
INC-00810,CURAS,2023-07-23,13:21,Polsek Jagakarsa,Jagakarsa,Lenteng Agung,JKS-032,-6.312183,106.835231,Fasilitas Publik,senjata_tajam,toko,Penyelidikan,True
INC-00811,CURAT,2025-09-28,09:05,Polsek Pasar Minggu,Pasar Minggu,Pejaten Barat,JKS-013,-6.272858,106.833525,Jalan,pecah_kaca,kantor,Penyelidikan,True
INC-00812,CURAT,2023-07-06,07:58,Polsek Setiabudi,Setiabudi,Kuningan Timur,JKS-028,-6.229313,106.831967,Parkiran,pecah_kaca,toko,Selesai,True
INC-00813,CURAT,2023-06-30,16:40,Polsek Pancoran,Pancoran,Pancoran,JKS-017,-6.24816,106.840455,Jalan,pecah_kaca,kantor,Selesai,True
INC-00814,CURANMOR,2025-08-10,20:20,Polsek Kebayoran Lama,Kebayoran Lama,Grogol Utara,JKS-008,-6.230805,106.778607,Fasilitas Publik,lainnya,motor,Penyelidikan,True
INC-00815,CURANMOR,2023-05-02,02:49,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.228318,106.799257,Parkiran,lainnya,mobil,Selesai,True
INC-00816,CURANMOR,2023-03-21,14:17,Polsek Kebayoran Lama,Kebayoran Lama,Pondok Pinang,JKS-006,-6.276265,106.765899,Pertokoan,kunci_t,mobil,Selesai,True
INC-00817,CURANMOR,2023-08-05,04:55,Polsek Kebayoran Baru,Kebayoran Baru,Pulo,JKS-005,-6.240946,106.810648,Jalan,kelalaian_pengguna,mobil,Selesai,True
INC-00818,KEJAHATAN_JALANAN,2023-10-25,04:44,Polsek Setiabudi,Setiabudi,Karet Kuningan,JKS-027,-6.218341,106.829904,Permukiman,pemalakan,pedagang,Dilaporkan,True
INC-00819,CURAT,2023-03-27,23:20,Polsek Kebayoran Baru,Kebayoran Baru,Senayan,JKS-001,-6.229413,106.800367,Jalan,lainnya,rumah,Selesai,True
INC-00820,CURANMOR,2025-12-28,00:49,Polsek Kebayoran Baru,Kebayoran Baru,Gunung,JKS-002,-6.239093,106.791894,Pertokoan,kunci_t,motor,Penyidikan,True
INC-00821,TAWURAN,2025-03-13,23:17,Polsek Jagakarsa,Jagakarsa,Ciganjur,JKS-031,-6.333781,106.794086,Fasilitas Publik,lainnya,kelompok_pelajar,Selesai,True
INC-00822,TAWURAN,2024-06-03,06:57,Polsek Kebayoran Baru,Kebayoran Baru,Kramat Pela,JKS-003,-6.245927,106.791,Permukiman,kelompok_pelajar,kelompok_pelajar,Selesai,True
INC-00823,CURAT,2025-11-18,15:09,Polsek Pancoran,Pancoran,Duren Tiga,JKS-018,-6.257244,106.831407,Parkiran,congkel,toko,Penyelidikan,True
INC-00824,CURANMOR,2025-11-08,22:11,Polsek Tebet,Tebet,Tebet Barat,JKS-020,-6.234659,106.847799,Pusat Aktivitas,kunci_t,mobil,Penyidikan,True
