risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-01249,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,42,Low,14,56,54,51,53,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01250,2025-10-29,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,43,Low,53,30,54,39,30,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01251,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,54,Moderate,44,54,57,63,65,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01252,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,71,High,88,63,57,75,62,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01253,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,00:00-06:00,36,Low,43,33,29,43,26,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01254,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,61,Moderate,66,74,53,49,47,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01255,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,34,Low,25,44,33,28,47,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01256,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,18:00-23:59,77,High,76,79,75,80,75,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01257,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,67,Moderate,48,70,82,78,71,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01258,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,06:00-12:00,60,Moderate,58,49,71,75,48,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01259,2025-11-12,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,50,Moderate,57,39,42,58,59,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01260,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,70,High,63,81,75,56,74,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01261,2025-11-19,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,58,Moderate,66,51,71,45,46,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01262,2025-11-19,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,37,Low,26,50,52,27,23,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01263,2025-11-19,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,50,Moderate,51,60,44,42,47,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01264,2025-11-19,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,55,Moderate,46,68,52,51,61,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01265,2025-11-26,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,56,Moderate,64,50,55,56,49,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01266,2025-11-26,JKS-023,Tebet,Manggarai,CURAS,06:00-12:00,37,Low,40,48,23,32,36,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01267,2025-11-26,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,47,Moderate,60,33,41,57,39,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01268,2025-11-26,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,44,Low,57,34,44,41,34,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01269,2025-12-03,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,32,Low,39,34,25,29,25,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01270,2025-12-03,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,59,Moderate,54,58,71,49,67,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01271,2025-12-03,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,58,Moderate,52,64,64,52,58,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01272,2025-12-03,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,75,High,80,66,76,81,72,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01273,2025-12-10,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,47,Moderate,39,53,50,43,57,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01274,2025-12-10,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,47,Moderate,64,38,39,33,56,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01275,2025-12-10,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,56,Moderate,42,63,70,49,64,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01276,2025-12-10,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,84,High,96,73,88,79,74,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01277,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,56,Moderate,35,63,70,70,51,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01278,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,35,Low,46,21,32,48,23,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01279,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,46,Moderate,62,34,42,34,55,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01280,2025-12-17,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,33,Low,48,19,23,32,45,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01281,2025-12-24,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,74,High,71,75,76,76,72,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01282,2025-12-24,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,67,Moderate,78,62,62,54,76,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01283,2025-12-24,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,59,Moderate,63,57,44,64,73,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01284,2025-12-24,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,82,High,76,93,88,69,81,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01285,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,40,Low,50,29,43,41,29,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01286,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,67,Moderate,78,55,64,77,54,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01287,2025-12-31,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,36,Low,32,32,33,45,50,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01288,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,73,High,54,84,72,86,86,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01289,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,29,Low,21,41,35,24,17,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01290,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,64,Moderate,61,68,58,69,68,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01291,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,66,Moderate,64,79,63,55,61,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01292,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,59,Moderate,65,60,56,46,64,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01293,2025-10-08,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,34,Low,26,48,32,27,38,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01294,2025-10-08,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,06:00-12:00,38,Low,47,36,28,39,34,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01295,2025-10-08,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,12:00-18:00,25,Low,19,30,25,34,18,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01296,2025-10-08,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,52,Moderate,51,49,50,52,66,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01297,2025-10-15,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,61,Moderate,47,75,69,58,56,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01298,2025-10-15,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,41,Low,37,51,43,27,44,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01299,2025-10-15,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,12:00-18:00,63,Moderate,78,54,63,51,59,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01300,2025-10-15,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,18:00-23:59,81,High,76,86,74,83,93,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01301,2025-10-22,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,40,Low,40,30,54,35,44,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01302,2025-10-22,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,59,Moderate,52,73,49,61,61,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01303,2025-10-22,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,62,Moderate,63,66,61,47,72,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01304,2025-10-22,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,18:00-23:59,31,Low,24,40,23,34,40,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01305,2025-10-29,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,57,Moderate,72,48,50,60,44,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01306,2025-10-29,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,06:00-12:00,56,Moderate,39,69,69,56,48,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01307,2025-10-29,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,12:00-18:00,35,Low,28,27,49,47,29,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01308,2025-10-29,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,18:00-23:59,52,Moderate,72,38,47,45,46,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01309,2025-11-05,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,30,Low,36,34,24,24,23,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01310,2025-11-05,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,06:00-12:00,71,High,67,79,73,61,75,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01311,2025-11-05,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,57,Moderate,72,49,49,53,54,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01312,2025-11-05,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,18:00-23:59,76,High,73,68,78,89,82,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01313,2025-11-12,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,00:00-06:00,61,Moderate,83,51,55,47,52,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01314,2025-11-12,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,29,Low,31,17,29,44,30,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01315,2025-11-12,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,12:00-18:00,31,Low,36,32,31,19,31,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01316,2025-11-12,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,18:00-23:59,51,Moderate,40,65,46,63,42,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01317,2025-11-19,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,00:00-06:00,34,Low,30,37,46,26,28,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01318,2025-11-19,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,06:00-12:00,44,Low,60,35,33,49,32,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01319,2025-11-19,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,43,Low,54,44,30,46,30,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01320,2025-11-19,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,79,High,91,70,71,80,81,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01321,2025-11-26,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,00:00-06:00,55,Moderate,48,51,70,51,61,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01322,2025-11-26,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,06:00-12:00,27,Low,22,41,19,28,22,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01323,2025-11-26,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,12:00-18:00,36,Low,45,27,24,49,37,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01324,2025-11-26,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,62,Moderate,58,63,69,62,57,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01325,2025-12-03,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,00:00-06:00,30,Low,32,42,21,27,16,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01326,2025-12-03,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,06:00-12:00,58,Moderate,70,45,70,47,47,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01327,2025-12-03,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,12:00-18:00,73,High,69,70,84,71,73,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01328,2025-12-03,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,54,Moderate,44,57,59,54,68,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01329,2025-12-10,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,63,Moderate,64,73,51,60,63,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01330,2025-12-10,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,52,Moderate,38,65,50,54,63,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01331,2025-12-10,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,58,Moderate,43,73,70,52,50,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01332,2025-12-10,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,18:00-23:59,76,High,60,88,90,63,87,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01333,2025-12-17,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,00:00-06:00,39,Low,37,45,33,32,53,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01334,2025-12-17,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,06:00-12:00,34,Low,28,37,22,48,48,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01335,2025-12-17,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,12:00-18:00,36,Low,50,27,29,34,33,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01336,2025-12-17,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,18:00-23:59,43,Low,36,47,46,52,35,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01337,2025-12-24,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,00:00-06:00,30,Low,28,34,33,30,21,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01338,2025-12-24,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,44,Low,41,56,34,43,45,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01339,2025-12-24,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,12:00-18:00,56,Moderate,66,51,47,61,49,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01340,2025-12-24,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,18:00-23:59,62,Moderate,55,66,59,75,60,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01341,2025-12-31,JKS-024,Mampang Prapatan,Mampang Prapatan,CURANMOR,00:00-06:00,64,Moderate,79,57,61,58,50,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01342,2025-12-31,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,25,Low,16,32,13,39,36,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01343,2025-12-31,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,12:00-18:00,47,Moderate,56,32,38,62,54,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01344,2025-12-31,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAT,18:00-23:59,81,High,92,69,74,94,72,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01345,2025-10-01,JKS-025,Mampang Prapatan,Bangka,CURAT,00:00-06:00,61,Moderate,71,50,67,50,64,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01346,2025-10-01,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,46,Moderate,34,51,61,34,59,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01347,2025-10-01,JKS-025,Mampang Prapatan,Bangka,CURANMOR,12:00-18:00,41,Low,52,42,29,39,33,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01348,2025-10-01,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,82,High,84,72,93,85,75,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01349,2025-10-08,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,52,Moderate,39,55,63,64,42,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01350,2025-10-08,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,73,High,70,62,77,83,85,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01351,2025-10-08,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,64,Moderate,64,50,67,76,75,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01352,2025-10-08,JKS-025,Mampang Prapatan,Bangka,CURAT,18:00-23:59,44,Low,44,50,33,52,39,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01353,2025-10-15,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,67,Moderate,74,70,57,57,73,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01354,2025-10-15,JKS-025,Mampang Prapatan,Bangka,CURAT,06:00-12:00,54,Moderate,41,59,68,55,51,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01355,2025-10-15,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,32,Low,14,29,47,43,47,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01356,2025-10-15,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,76,High,77,74,83,68,75,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01357,2025-10-22,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,38,Low,45,31,32,52,26,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01358,2025-10-22,JKS-025,Mampang Prapatan,Bangka,CURAS,06:00-12:00,61,Moderate,54,68,60,69,53,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01359,2025-10-22,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,60,Moderate,50,53,70,72,71,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01360,2025-10-22,JKS-025,Mampang Prapatan,Bangka,CURAT,18:00-23:59,44,Low,39,40,54,53,36,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01361,2025-10-29,JKS-025,Mampang Prapatan,Bangka,CURAT,00:00-06:00,28,Low,24,16,38,39,33,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01362,2025-10-29,JKS-025,Mampang Prapatan,Bangka,CURAS,06:00-12:00,66,Moderate,62,77,56,62,77,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01363,2025-10-29,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,58,Moderate,56,47,61,73,63,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01364,2025-10-29,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,44,Low,46,40,34,55,52,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01365,2025-11-05,JKS-025,Mampang Prapatan,Bangka,CURAT,00:00-06:00,40,Low,31,52,38,36,48,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01366,2025-11-05,JKS-025,Mampang Prapatan,Bangka,CURAS,06:00-12:00,42,Low,40,40,40,49,48,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01367,2025-11-05,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,40,Low,31,55,43,32,34,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01368,2025-11-05,JKS-025,Mampang Prapatan,Bangka,CURANMOR,18:00-23:59,65,Moderate,41,77,73,74,76,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01369,2025-11-12,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,52,Moderate,47,58,53,43,64,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01370,2025-11-12,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,36,Low,36,44,27,39,29,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01371,2025-11-12,JKS-025,Mampang Prapatan,Bangka,CURAS,12:00-18:00,64,Moderate,63,54,65,78,69,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01372,2025-11-12,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,80,High,74,83,83,83,81,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01373,2025-11-19,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,32,Low,34,44,17,19,45,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01374,2025-11-19,JKS-025,Mampang Prapatan,Bangka,CURAS,06:00-12:00,69,Moderate,63,84,67,67,58,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01375,2025-11-19,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,67,Moderate,54,81,62,76,66,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01376,2025-11-19,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,84,High,84,71,87,99,88,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
