risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-00896,2025-12-31,JKS-016,Pasar Minggu,Jati Padang,CURAS,18:00-23:59,74,High,21,11,13,13,4,dummy-v1,True
RS-00897,2025-10-01,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,68,Moderate,11,22,14,13,0,dummy-v1,True
RS-00898,2025-10-01,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,34,Low,30,18,11,16,9,dummy-v1,True
RS-00899,2025-10-01,JKS-017,Pancoran,Pancoran,CURAT,12:00-18:00,46,Moderate,15,17,12,11,4,dummy-v1,True
RS-00900,2025-10-01,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,72,High,25,14,19,9,3,dummy-v1,True
RS-00901,2025-10-08,JKS-017,Pancoran,Pancoran,CURAS,00:00-06:00,34,Low,30,6,10,19,10,dummy-v1,True
RS-00902,2025-10-08,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,49,Moderate,30,16,15,10,9,dummy-v1,True
RS-00903,2025-10-08,JKS-017,Pancoran,Pancoran,CURANMOR,12:00-18:00,60,Moderate,10,5,14,8,9,dummy-v1,True
RS-00904,2025-10-08,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,76,High,17,5,9,18,4,dummy-v1,True
RS-00905,2025-10-15,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,42,Low,14,11,16,6,5,dummy-v1,True
RS-00906,2025-10-15,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,40,Low,20,5,19,20,9,dummy-v1,True
RS-00907,2025-10-15,JKS-017,Pancoran,Pancoran,CURAS,12:00-18:00,34,Low,20,15,20,10,8,dummy-v1,True
RS-00908,2025-10-15,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,41,Low,27,17,6,16,2,dummy-v1,True
RS-00909,2025-10-22,JKS-017,Pancoran,Pancoran,CURAS,00:00-06:00,58,Moderate,13,8,14,5,7,dummy-v1,True
RS-00910,2025-10-22,JKS-017,Pancoran,Pancoran,CURANMOR,06:00-12:00,40,Low,17,10,18,6,6,dummy-v1,True
RS-00911,2025-10-22,JKS-017,Pancoran,Pancoran,CURAS,12:00-18:00,71,High,20,25,20,8,10,dummy-v1,True
RS-00912,2025-10-22,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,82,High,30,23,13,8,3,dummy-v1,True
RS-00913,2025-10-29,JKS-017,Pancoran,Pancoran,CURAT,00:00-06:00,48,Moderate,20,5,6,13,5,dummy-v1,True
RS-00914,2025-10-29,JKS-017,Pancoran,Pancoran,CURAS,06:00-12:00,33,Low,14,25,14,18,6,dummy-v1,True
RS-00915,2025-10-29,JKS-017,Pancoran,Pancoran,CURAT,12:00-18:00,53,Moderate,29,8,16,12,9,dummy-v1,True
RS-00916,2025-10-29,JKS-017,Pancoran,Pancoran,CURANMOR,18:00-23:59,65,Moderate,20,8,13,10,0,dummy-v1,True
RS-00917,2025-11-05,JKS-017,Pancoran,Pancoran,CURAS,00:00-06:00,51,Moderate,16,13,12,16,4,dummy-v1,True
RS-00918,2025-11-05,JKS-017,Pancoran,Pancoran,CURANMOR,06:00-12:00,52,Moderate,27,23,12,13,9,dummy-v1,True
RS-00919,2025-11-05,JKS-017,Pancoran,Pancoran,CURANMOR,12:00-18:00,48,Moderate,15,25,16,19,3,dummy-v1,True
RS-00920,2025-11-05,JKS-017,Pancoran,Pancoran,CURAS,18:00-23:59,47,Moderate,26,11,14,12,10,dummy-v1,True
RS-00921,2025-11-12,JKS-017,Pancoran,Pancoran,CURAS,00:00-06:00,37,Low,28,18,10,20,1,dummy-v1,True
RS-00922,2025-11-12,JKS-017,Pancoran,Pancoran,CURANMOR,06:00-12:00,62,Moderate,16,13,13,5,6,dummy-v1,True
RS-00923,2025-11-12,JKS-017,Pancoran,Pancoran,CURAT,12:00-18:00,59,Moderate,10,14,18,20,2,dummy-v1,True
RS-00924,2025-11-12,JKS-017,Pancoran,Pancoran,CURANMOR,18:00-23:59,47,Moderate,24,7,15,9,2,dummy-v1,True
RS-00925,2025-11-19,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,28,Low,15,15,16,11,6,dummy-v1,True
RS-00926,2025-11-19,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,69,Moderate,12,25,18,20,6,dummy-v1,True
RS-00927,2025-11-19,JKS-017,Pancoran,Pancoran,CURANMOR,12:00-18:00,66,Moderate,11,10,11,15,1,dummy-v1,True
RS-00928,2025-11-19,JKS-017,Pancoran,Pancoran,CURAS,18:00-23:59,60,Moderate,12,6,11,9,4,dummy-v1,True
RS-00929,2025-11-26,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,69,Moderate,18,12,20,14,1,dummy-v1,True
RS-00930,2025-11-26,JKS-017,Pancoran,Pancoran,CURAS,06:00-12:00,34,Low,20,9,18,11,2,dummy-v1,True
RS-00931,2025-11-26,JKS-017,Pancoran,Pancoran,CURAT,12:00-18:00,47,Moderate,27,5,5,16,0,dummy-v1,True
RS-00932,2025-11-26,JKS-017,Pancoran,Pancoran,CURANMOR,18:00-23:59,47,Moderate,30,5,16,12,5,dummy-v1,True
RS-00933,2025-12-03,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,32,Low,11,12,10,5,0,dummy-v1,True
RS-00934,2025-12-03,JKS-017,Pancoran,Pancoran,CURANMOR,06:00-12:00,34,Low,29,17,14,9,9,dummy-v1,True
RS-00935,2025-12-03,JKS-017,Pancoran,Pancoran,CURAT,12:00-18:00,27,Low,11,9,8,6,4,dummy-v1,True
RS-00936,2025-12-03,JKS-017,Pancoran,Pancoran,CURANMOR,18:00-23:59,77,High,18,8,12,18,1,dummy-v1,True
RS-00937,2025-12-10,JKS-017,Pancoran,Pancoran,CURANMOR,00:00-06:00,65,Moderate,12,10,16,11,2,dummy-v1,True
RS-00938,2025-12-10,JKS-017,Pancoran,Pancoran,CURANMOR,06:00-12:00,56,Moderate,26,23,16,12,2,dummy-v1,True
RS-00939,2025-12-10,JKS-017,Pancoran,Pancoran,CURANMOR,12:00-18:00,32,Low,17,18,11,20,9,dummy-v1,True
RS-00940,2025-12-10,JKS-017,Pancoran,Pancoran,CURAS,18:00-23:59,48,Moderate,12,8,17,5,10,dummy-v1,True
RS-00941,2025-12-17,JKS-017,Pancoran,Pancoran,CURAT,00:00-06:00,55,Moderate,21,9,15,10,8,dummy-v1,True
RS-00942,2025-12-17,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,26,Low,21,13,11,13,3,dummy-v1,True
RS-00943,2025-12-17,JKS-017,Pancoran,Pancoran,CURAS,12:00-18:00,25,Low,27,14,20,19,8,dummy-v1,True
RS-00944,2025-12-17,JKS-017,Pancoran,Pancoran,CURANMOR,18:00-23:59,47,Moderate,20,5,18,9,1,dummy-v1,True
RS-00945,2025-12-24,JKS-017,Pancoran,Pancoran,CURAT,00:00-06:00,25,Low,22,12,16,17,3,dummy-v1,True
RS-00946,2025-12-24,JKS-017,Pancoran,Pancoran,CURAT,06:00-12:00,26,Low,30,16,15,17,5,dummy-v1,True
RS-00947,2025-12-24,JKS-017,Pancoran,Pancoran,CURAS,12:00-18:00,64,Moderate,16,11,5,7,2,dummy-v1,True
RS-00948,2025-12-24,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,47,Moderate,11,11,20,13,0,dummy-v1,True
RS-00949,2025-12-31,JKS-017,Pancoran,Pancoran,CURAT,00:00-06:00,36,Low,11,22,18,16,1,dummy-v1,True
RS-00950,2025-12-31,JKS-017,Pancoran,Pancoran,CURAS,06:00-12:00,61,Moderate,13,17,20,10,2,dummy-v1,True
RS-00951,2025-12-31,JKS-017,Pancoran,Pancoran,CURAS,12:00-18:00,60,Moderate,29,5,17,8,3,dummy-v1,True
RS-00952,2025-12-31,JKS-017,Pancoran,Pancoran,CURAT,18:00-23:59,79,High,16,20,5,12,0,dummy-v1,True
RS-00953,2025-10-01,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,65,Moderate,23,19,8,13,7,dummy-v1,True
RS-00954,2025-10-01,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,71,High,13,23,7,12,1,dummy-v1,True
RS-00955,2025-10-01,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,46,Moderate,17,12,5,20,10,dummy-v1,True
RS-00956,2025-10-01,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,81,High,26,7,5,12,6,dummy-v1,True
RS-00957,2025-10-08,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,42,Low,14,19,11,14,6,dummy-v1,True
RS-00958,2025-10-08,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,58,Moderate,24,23,8,19,6,dummy-v1,True
RS-00959,2025-10-08,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,26,Low,27,13,15,5,2,dummy-v1,True
RS-00960,2025-10-08,JKS-018,Pancoran,Duren Tiga,CURANMOR,18:00-23:59,74,High,12,13,9,11,10,dummy-v1,True
RS-00961,2025-10-15,JKS-018,Pancoran,Duren Tiga,CURAS,00:00-06:00,37,Low,11,7,8,12,0,dummy-v1,True
RS-00962,2025-10-15,JKS-018,Pancoran,Duren Tiga,CURANMOR,06:00-12:00,49,Moderate,13,17,12,18,8,dummy-v1,True
RS-00963,2025-10-15,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,59,Moderate,13,21,19,16,2,dummy-v1,True
RS-00964,2025-10-15,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,43,Low,26,21,7,20,8,dummy-v1,True
RS-00965,2025-10-22,JKS-018,Pancoran,Duren Tiga,CURANMOR,00:00-06:00,65,Moderate,29,16,12,6,3,dummy-v1,True
RS-00966,2025-10-22,JKS-018,Pancoran,Duren Tiga,CURAS,06:00-12:00,72,High,30,10,6,13,4,dummy-v1,True
RS-00967,2025-10-22,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,42,Low,30,22,17,14,9,dummy-v1,True
RS-00968,2025-10-22,JKS-018,Pancoran,Duren Tiga,CURAT,18:00-23:59,83,High,25,10,16,16,3,dummy-v1,True
RS-00969,2025-10-29,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,44,Low,20,5,9,19,0,dummy-v1,True
RS-00970,2025-10-29,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,67,Moderate,18,14,8,6,8,dummy-v1,True
RS-00971,2025-10-29,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,30,Low,12,17,16,6,5,dummy-v1,True
RS-00972,2025-10-29,JKS-018,Pancoran,Duren Tiga,CURAT,18:00-23:59,76,High,14,19,19,16,8,dummy-v1,True
RS-00973,2025-11-05,JKS-018,Pancoran,Duren Tiga,CURANMOR,00:00-06:00,69,Moderate,11,21,13,14,6,dummy-v1,True
RS-00974,2025-11-05,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,52,Moderate,13,19,6,18,10,dummy-v1,True
RS-00975,2025-11-05,JKS-018,Pancoran,Duren Tiga,CURAS,12:00-18:00,68,Moderate,21,24,5,11,3,dummy-v1,True
RS-00976,2025-11-05,JKS-018,Pancoran,Duren Tiga,CURANMOR,18:00-23:59,80,High,11,8,6,18,0,dummy-v1,True
RS-00977,2025-11-12,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,73,High,27,7,9,20,2,dummy-v1,True
RS-00978,2025-11-12,JKS-018,Pancoran,Duren Tiga,CURAS,06:00-12:00,62,Moderate,15,22,13,6,5,dummy-v1,True
RS-00979,2025-11-12,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,65,Moderate,27,20,12,18,6,dummy-v1,True
RS-00980,2025-11-12,JKS-018,Pancoran,Duren Tiga,CURAT,18:00-23:59,84,High,26,13,10,5,0,dummy-v1,True
RS-00981,2025-11-19,JKS-018,Pancoran,Duren Tiga,CURAS,00:00-06:00,69,Moderate,19,22,10,17,4,dummy-v1,True
RS-00982,2025-11-19,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,45,Moderate,24,16,10,18,10,dummy-v1,True
RS-00983,2025-11-19,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,32,Low,17,9,14,19,5,dummy-v1,True
RS-00984,2025-11-19,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,85,Critical,18,14,11,19,2,dummy-v1,True
RS-00985,2025-11-26,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,48,Moderate,11,12,11,16,4,dummy-v1,True
RS-00986,2025-11-26,JKS-018,Pancoran,Duren Tiga,CURAS,06:00-12:00,60,Moderate,19,5,17,8,5,dummy-v1,True
RS-00987,2025-11-26,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,55,Moderate,27,17,17,5,3,dummy-v1,True
RS-00988,2025-11-26,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,66,Moderate,27,22,19,6,0,dummy-v1,True
RS-00989,2025-12-03,JKS-018,Pancoran,Duren Tiga,CURANMOR,00:00-06:00,53,Moderate,20,20,8,6,0,dummy-v1,True
RS-00990,2025-12-03,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,57,Moderate,26,22,7,13,4,dummy-v1,True
RS-00991,2025-12-03,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,54,Moderate,15,17,6,20,3,dummy-v1,True
RS-00992,2025-12-03,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,44,Low,17,17,12,14,5,dummy-v1,True
RS-00993,2025-12-10,JKS-018,Pancoran,Duren Tiga,CURAS,00:00-06:00,35,Low,19,15,7,13,2,dummy-v1,True
RS-00994,2025-12-10,JKS-018,Pancoran,Duren Tiga,CURAS,06:00-12:00,55,Moderate,10,6,10,18,0,dummy-v1,True
RS-00995,2025-12-10,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,49,Moderate,23,6,12,16,10,dummy-v1,True
RS-00996,2025-12-10,JKS-018,Pancoran,Duren Tiga,CURAT,18:00-23:59,53,Moderate,30,19,15,20,1,dummy-v1,True
RS-00997,2025-12-17,JKS-018,Pancoran,Duren Tiga,CURAS,00:00-06:00,41,Low,24,17,7,17,9,dummy-v1,True
RS-00998,2025-12-17,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,33,Low,10,6,13,18,4,dummy-v1,True
RS-00999,2025-12-17,JKS-018,Pancoran,Duren Tiga,CURAT,12:00-18:00,49,Moderate,19,23,12,17,8,dummy-v1,True
RS-01000,2025-12-17,JKS-018,Pancoran,Duren Tiga,CURANMOR,18:00-23:59,87,Critical,15,24,9,16,0,dummy-v1,True
RS-01001,2025-12-24,JKS-018,Pancoran,Duren Tiga,CURAS,00:00-06:00,52,Moderate,13,5,17,7,3,dummy-v1,True
RS-01002,2025-12-24,JKS-018,Pancoran,Duren Tiga,CURAT,06:00-12:00,56,Moderate,23,13,7,15,2,dummy-v1,True
RS-01003,2025-12-24,JKS-018,Pancoran,Duren Tiga,CURANMOR,12:00-18:00,28,Low,26,19,12,14,0,dummy-v1,True
RS-01004,2025-12-24,JKS-018,Pancoran,Duren Tiga,CURAS,18:00-23:59,40,Low,30,17,19,15,5,dummy-v1,True
RS-01005,2025-12-31,JKS-018,Pancoran,Duren Tiga,CURAT,00:00-06:00,58,Moderate,14,23,11,16,0,dummy-v1,True
RS-01006,2025-12-31,JKS-018,Pancoran,Duren Tiga,CURAS,06:00-12:00,61,Moderate,27,16,7,14,3,dummy-v1,True
RS-01007,2025-12-31,JKS-018,Pancoran,Duren Tiga,CURAS,12:00-18:00,71,High,20,6,6,7,1,dummy-v1,True
RS-01008,2025-12-31,JKS-018,Pancoran,Duren Tiga,CURAT,18:00-23:59,80,High,10,12,14,19,3,dummy-v1,True
RS-01009,2025-10-01,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,74,High,27,20,9,11,5,dummy-v1,True
RS-01010,2025-10-01,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,58,Moderate,22,24,20,12,6,dummy-v1,True
RS-01011,2025-10-01,JKS-019,Pancoran,Kalibata,CURANMOR,12:00-18:00,31,Low,15,12,15,17,4,dummy-v1,True
RS-01012,2025-10-01,JKS-019,Pancoran,Kalibata,CURAS,18:00-23:59,62,Moderate,23,13,5,7,10,dummy-v1,True
RS-01013,2025-10-08,JKS-019,Pancoran,Kalibata,CURAT,00:00-06:00,60,Moderate,23,5,19,16,4,dummy-v1,True
RS-01014,2025-10-08,JKS-019,Pancoran,Kalibata,CURANMOR,06:00-12:00,38,Low,22,7,15,19,10,dummy-v1,True
RS-01015,2025-10-08,JKS-019,Pancoran,Kalibata,CURAT,12:00-18:00,29,Low,13,14,14,16,5,dummy-v1,True
RS-01016,2025-10-08,JKS-019,Pancoran,Kalibata,CURAS,18:00-23:59,60,Moderate,27,7,7,5,0,dummy-v1,True
RS-01017,2025-10-15,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,66,Moderate,15,15,18,5,6,dummy-v1,True
RS-01018,2025-10-15,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,60,Moderate,28,13,14,9,7,dummy-v1,True
RS-01019,2025-10-15,JKS-019,Pancoran,Kalibata,CURAT,12:00-18:00,28,Low,15,23,19,6,10,dummy-v1,True
RS-01020,2025-10-15,JKS-019,Pancoran,Kalibata,CURANMOR,18:00-23:59,55,Moderate,25,15,18,12,10,dummy-v1,True
RS-01021,2025-10-22,JKS-019,Pancoran,Kalibata,CURAT,00:00-06:00,69,Moderate,21,25,17,7,1,dummy-v1,True
RS-01022,2025-10-22,JKS-019,Pancoran,Kalibata,CURAT,06:00-12:00,35,Low,30,8,12,17,10,dummy-v1,True
RS-01023,2025-10-22,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,71,High,30,6,11,7,9,dummy-v1,True
RS-01024,2025-10-22,JKS-019,Pancoran,Kalibata,CURAS,18:00-23:59,64,Moderate,22,6,7,20,3,dummy-v1,True
RS-01025,2025-10-29,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,37,Low,25,16,5,10,5,dummy-v1,True
RS-01026,2025-10-29,JKS-019,Pancoran,Kalibata,CURAT,06:00-12:00,26,Low,26,23,11,20,7,dummy-v1,True
RS-01027,2025-10-29,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,65,Moderate,17,12,15,6,0,dummy-v1,True
RS-01028,2025-10-29,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,57,Moderate,11,5,14,12,7,dummy-v1,True
RS-01029,2025-11-05,JKS-019,Pancoran,Kalibata,CURAT,00:00-06:00,70,High,16,22,8,13,7,dummy-v1,True
RS-01030,2025-11-05,JKS-019,Pancoran,Kalibata,CURAT,06:00-12:00,60,Moderate,25,15,13,5,5,dummy-v1,True
RS-01031,2025-11-05,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,35,Low,30,15,12,19,10,dummy-v1,True
RS-01032,2025-11-05,JKS-019,Pancoran,Kalibata,CURANMOR,18:00-23:59,44,Low,15,11,20,17,5,dummy-v1,True
RS-01033,2025-11-12,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,27,Low,22,14,14,8,4,dummy-v1,True
RS-01034,2025-11-12,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,45,Moderate,27,11,9,17,0,dummy-v1,True
RS-01035,2025-11-12,JKS-019,Pancoran,Kalibata,CURANMOR,12:00-18:00,50,Moderate,29,24,18,13,1,dummy-v1,True
RS-01036,2025-11-12,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,39,Low,19,23,14,10,9,dummy-v1,True
RS-01037,2025-11-19,JKS-019,Pancoran,Kalibata,CURANMOR,00:00-06:00,66,Moderate,21,8,17,14,9,dummy-v1,True
RS-01038,2025-11-19,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,40,Low,15,13,18,12,9,dummy-v1,True
RS-01039,2025-11-19,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,64,Moderate,26,23,18,7,5,dummy-v1,True
RS-01040,2025-11-19,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,60,Moderate,21,19,13,10,4,dummy-v1,True
RS-01041,2025-11-26,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,68,Moderate,16,24,14,6,1,dummy-v1,True
RS-01042,2025-11-26,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,69,Moderate,13,11,7,13,9,dummy-v1,True
RS-01043,2025-11-26,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,33,Low,26,12,20,6,7,dummy-v1,True
RS-01044,2025-11-26,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,68,Moderate,10,20,20,19,10,dummy-v1,True
RS-01045,2025-12-03,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,48,Moderate,20,10,14,17,10,dummy-v1,True
RS-01046,2025-12-03,JKS-019,Pancoran,Kalibata,CURANMOR,06:00-12:00,25,Low,16,25,10,7,8,dummy-v1,True
RS-01047,2025-12-03,JKS-019,Pancoran,Kalibata,CURAT,12:00-18:00,26,Low,26,5,14,6,5,dummy-v1,True
RS-01048,2025-12-03,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,75,High,24,8,12,8,2,dummy-v1,True
RS-01049,2025-12-10,JKS-019,Pancoran,Kalibata,CURANMOR,00:00-06:00,28,Low,18,15,19,9,6,dummy-v1,True
RS-01050,2025-12-10,JKS-019,Pancoran,Kalibata,CURANMOR,06:00-12:00,43,Low,29,11,9,20,1,dummy-v1,True
RS-01051,2025-12-10,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,27,Low,16,9,11,14,8,dummy-v1,True
RS-01052,2025-12-10,JKS-019,Pancoran,Kalibata,CURAT,18:00-23:59,65,Moderate,22,5,20,8,7,dummy-v1,True
RS-01053,2025-12-17,JKS-019,Pancoran,Kalibata,CURAT,00:00-06:00,73,High,11,17,13,12,8,dummy-v1,True
RS-01054,2025-12-17,JKS-019,Pancoran,Kalibata,CURAT,06:00-12:00,65,Moderate,22,22,6,13,1,dummy-v1,True
RS-01055,2025-12-17,JKS-019,Pancoran,Kalibata,CURAT,12:00-18:00,60,Moderate,26,16,20,17,10,dummy-v1,True
RS-01056,2025-12-17,JKS-019,Pancoran,Kalibata,CURAS,18:00-23:59,52,Moderate,30,23,12,9,0,dummy-v1,True
RS-01057,2025-12-24,JKS-019,Pancoran,Kalibata,CURAT,00:00-06:00,33,Low,14,7,10,12,1,dummy-v1,True
RS-01058,2025-12-24,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,54,Moderate,11,15,16,9,8,dummy-v1,True
RS-01059,2025-12-24,JKS-019,Pancoran,Kalibata,CURAS,12:00-18:00,54,Moderate,23,23,6,14,8,dummy-v1,True
RS-01060,2025-12-24,JKS-019,Pancoran,Kalibata,CURANMOR,18:00-23:59,73,High,16,22,10,15,8,dummy-v1,True
RS-01061,2025-12-31,JKS-019,Pancoran,Kalibata,CURAS,00:00-06:00,64,Moderate,18,5,19,6,5,dummy-v1,True
RS-01062,2025-12-31,JKS-019,Pancoran,Kalibata,CURAS,06:00-12:00,48,Moderate,13,24,17,6,9,dummy-v1,True
RS-01063,2025-12-31,JKS-019,Pancoran,Kalibata,CURANMOR,12:00-18:00,56,Moderate,19,13,11,13,1,dummy-v1,True
RS-01064,2025-12-31,JKS-019,Pancoran,Kalibata,CURAS,18:00-23:59,78,High,11,11,13,7,0,dummy-v1,True
RS-01065,2025-10-01,JKS-020,Tebet,Tebet Barat,CURAS,00:00-06:00,44,Low,14,16,17,9,8,dummy-v1,True
RS-01066,2025-10-01,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,53,Moderate,26,12,12,15,7,dummy-v1,True
RS-01067,2025-10-01,JKS-020,Tebet,Tebet Barat,CURAT,12:00-18:00,68,Moderate,28,14,12,6,7,dummy-v1,True
RS-01068,2025-10-01,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,83,High,28,8,13,17,8,dummy-v1,True
RS-01069,2025-10-08,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,50,Moderate,25,5,12,17,8,dummy-v1,True
RS-01070,2025-10-08,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,55,Moderate,22,21,16,10,8,dummy-v1,True
RS-01071,2025-10-08,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,33,Low,29,14,9,15,9,dummy-v1,True
RS-01072,2025-10-08,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,34,Low,18,6,14,15,1,dummy-v1,True
RS-01073,2025-10-15,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,71,High,12,6,11,16,8,dummy-v1,True
RS-01074,2025-10-15,JKS-020,Tebet,Tebet Barat,CURANMOR,06:00-12:00,35,Low,25,11,17,17,2,dummy-v1,True
RS-01075,2025-10-15,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,35,Low,24,12,11,9,5,dummy-v1,True
RS-01076,2025-10-15,JKS-020,Tebet,Tebet Barat,CURAS,18:00-23:59,77,High,15,25,18,5,2,dummy-v1,True
RS-01077,2025-10-22,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,53,Moderate,22,10,14,8,3,dummy-v1,True
RS-01078,2025-10-22,JKS-020,Tebet,Tebet Barat,CURANMOR,06:00-12:00,50,Moderate,22,18,16,11,9,dummy-v1,True
RS-01079,2025-10-22,JKS-020,Tebet,Tebet Barat,CURANMOR,12:00-18:00,31,Low,21,6,12,14,7,dummy-v1,True
RS-01080,2025-10-22,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,47,Moderate,22,13,11,8,3,dummy-v1,True
RS-01081,2025-10-29,JKS-020,Tebet,Tebet Barat,CURAT,00:00-06:00,35,Low,25,14,10,14,9,dummy-v1,True
RS-01082,2025-10-29,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,49,Moderate,28,8,7,7,0,dummy-v1,True
RS-01083,2025-10-29,JKS-020,Tebet,Tebet Barat,CURAT,12:00-18:00,38,Low,15,20,13,9,9,dummy-v1,True
RS-01084,2025-10-29,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,40,Low,22,18,8,14,9,dummy-v1,True
RS-01085,2025-11-05,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,29,Low,13,16,14,10,10,dummy-v1,True
RS-01086,2025-11-05,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,70,High,11,18,14,16,2,dummy-v1,True
RS-01087,2025-11-05,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,32,Low,26,8,9,18,2,dummy-v1,True
RS-01088,2025-11-05,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,47,Moderate,19,14,11,12,8,dummy-v1,True
RS-01089,2025-11-12,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,39,Low,27,24,5,7,7,dummy-v1,True
RS-01090,2025-11-12,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,63,Moderate,24,12,19,15,5,dummy-v1,True
RS-01091,2025-11-12,JKS-020,Tebet,Tebet Barat,CURANMOR,12:00-18:00,56,Moderate,21,16,14,13,4,dummy-v1,True
RS-01092,2025-11-12,JKS-020,Tebet,Tebet Barat,CURAS,18:00-23:59,84,High,29,16,9,5,5,dummy-v1,True
RS-01093,2025-11-19,JKS-020,Tebet,Tebet Barat,CURAS,00:00-06:00,35,Low,27,10,5,18,8,dummy-v1,True
