report_id,reported_at,incident_time,category,description,latitude,longitude,location_text,urgency_score,verification_score,status,is_synthetic
RPT-0268,2025-11-16T09:40,2025-11-16T06:40,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.229573,106.835269,Sekitar Kuningan Timur (data sintetis),60,49,Diverifikasi,True
RPT-0269,2025-12-05T14:49,2025-12-05T07:49,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.218604,106.82921,Sekitar Karet Kuningan (data sintetis),62,94,Ditangani,True
RPT-0270,2025-03-24T21:25,2025-03-24T15:25,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.228298,106.854849,Sekitar Tebet Timur (data sintetis),78,93,Diteruskan,True
RPT-0271,2025-06-18T05:23,2025-06-18T04:23,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.207617,106.851403,Sekitar Manggarai (data sintetis),91,84,Diverifikasi,True
RPT-0272,2025-08-14T12:23,2025-08-14T10:23,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.333478,106.795048,Sekitar Ciganjur (data sintetis),74,56,Ditangani,True
RPT-0273,2025-11-30T02:32,2025-11-30T01:32,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.249782,106.839461,Sekitar Pancoran (data sintetis),77,91,Diterima,True
RPT-0274,2025-11-22T04:54,2025-11-21T22:54,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.216777,106.829405,Sekitar Karet Kuningan (data sintetis),31,78,Diverifikasi,True
RPT-0275,2025-01-18T09:39,2025-01-18T04:39,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.28547,106.834976,Sekitar Jati Padang (data sintetis),90,45,Ditangani,True
RPT-0276,2025-08-09T01:36,2025-08-09T00:36,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.279436,106.811902,Sekitar Cipete Selatan (data sintetis),67,36,Diterima,True
RPT-0277,2025-07-17T17:19,2025-07-17T11:19,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.229534,106.854224,Sekitar Tebet Timur (data sintetis),74,80,Ditangani,True
RPT-0278,2025-10-04T00:45,2025-10-03T19:45,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.257792,106.85767,Sekitar Kalibata (data sintetis),58,36,Diverifikasi,True
RPT-0279,2025-08-22T07:19,2025-08-22T06:19,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.277864,106.811434,Sekitar Cipete Selatan (data sintetis),82,86,Diteruskan,True
RPT-0280,2025-03-14T19:37,2025-03-14T14:37,Kendaraan Mencurigakan,Laporan sintetis untuk pengujian alur aplikasi.,-6.332941,106.794738,Sekitar Ciganjur (data sintetis),50,47,Ditangani,True
RPT-0281,2025-03-02T22:10,2025-03-02T15:10,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.251401,106.840498,Sekitar Pancoran (data sintetis),61,51,Diverifikasi,True
RPT-0282,2025-04-21T20:32,2025-04-21T17:32,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.227142,106.800353,Sekitar Senayan (data sintetis),57,60,Ditangani,True
RPT-0283,2025-09-03T08:06,2025-09-03T04:06,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.276286,106.849839,Sekitar Pejaten Timur (data sintetis),44,52,Selesai,True
RPT-0284,2025-03-01T05:19,2025-02-28T23:19,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.2574,106.814003,Sekitar Bangka (data sintetis),51,81,Ditangani,True
RPT-0285,2025-05-04T03:26,2025-05-03T22:26,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.234567,106.846649,Sekitar Tebet Barat (data sintetis),84,82,Ditangani,True
RPT-0286,2025-01-09T22:49,2025-01-09T21:49,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.310822,106.821841,Sekitar Ragunan (data sintetis),93,90,Ditangani,True
RPT-0287,2025-01-01T02:07,2025-01-01T01:07,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.231758,106.779592,Sekitar Grogol Utara (data sintetis),85,85,Selesai,True
RPT-0288,2025-12-14T12:17,2025-12-14T09:17,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.256125,106.855807,Sekitar Kalibata (data sintetis),37,72,Diterima,True
RPT-0289,2025-01-15T09:37,2025-01-15T07:37,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.229165,106.780991,Sekitar Grogol Utara (data sintetis),49,92,Diterima,True
RPT-0290,2025-06-16T05:59,2025-06-16T00:59,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.312615,106.837274,Sekitar Lenteng Agung (data sintetis),86,86,Diterima,True
RPT-0291,2025-02-22T09:26,2025-02-22T02:26,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.226823,106.799158,Sekitar Senayan (data sintetis),66,70,Selesai,True
RPT-0292,2025-07-08T17:43,2025-07-08T14:43,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.228565,106.780891,Sekitar Grogol Utara (data sintetis),92,91,Ditangani,True
RPT-0293,2025-12-29T20:22,2025-12-29T16:22,Premanisme,Laporan sintetis untuk pengujian alur aplikasi.,-6.332701,106.793856,Sekitar Ciganjur (data sintetis),81,67,Diteruskan,True
RPT-0294,2025-08-16T13:51,2025-08-16T06:51,Kendaraan Mencurigakan,Laporan sintetis untuk pengujian alur aplikasi.,-6.246495,106.819551,Sekitar Mampang Prapatan (data sintetis),60,38,Selesai,True
RPT-0295,2025-08-26T14:27,2025-08-26T12:27,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.238054,106.836208,Sekitar Menteng Dalam (data sintetis),64,88,Diterima,True
RPT-0296,2025-09-04T02:06,2025-09-03T23:06,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.218333,106.837277,Sekitar Menteng Atas (data sintetis),93,95,Diterima,True
RPT-0297,2025-09-15T12:38,2025-09-15T12:38,Kerawanan Lingkungan,Laporan sintetis untuk pengujian alur aplikasi.,-6.226536,106.800931,Sekitar Senayan (data sintetis),61,63,Selesai,True
RPT-0298,2025-03-06T16:37,2025-03-06T13:37,Kejahatan,Laporan sintetis untuk pengujian alur aplikasi.,-6.241293,106.80883,Sekitar Pulo (data sintetis),89,55,Ditangani,True
RPT-0299,2025-04-04T20:41,2025-04-04T13:41,Kendaraan Mencurigakan,Laporan sintetis untuk pengujian alur aplikasi.,-6.252738,106.770334,Sekitar Kebayoran Lama Utara (data sintetis),46,87,Diterima,True
RPT-0300,2025-03-06T12:19,2025-03-06T06:19,Tawuran,Laporan sintetis untuk pengujian alur aplikasi.,-6.250794,106.840095,Sekitar Pancoran (data sintetis),82,88,Diteruskan,True
